customer_key,segment,signup_year
13011,Consumer,2023
13012,Small Business,2022
13013,Small Business,2025
13014,Consumer,2021
13015,Consumer,2022
13016,Consumer,2023
13017,Consumer,2020
13018,Consumer,2020
13019,Consumer,2024
13020,Consumer,2024
13021,Small Business,2023
13022,Consumer,2020
13023,Consumer,2020
13024,Consumer,2025
13025,Consumer,2025
13026,Consumer,2021
13027,Consumer,2022
13028,Small Business,2019
13029,Consumer,2023
13030,Small Business,2019
13031,Consumer,2019
13032,Consumer,2022
13033,Small Business,2024
13034,Consumer,2025
13035,Consumer,2022
13036,Small Business,2022
13037,Consumer,2022
13038,Consumer,2022
13039,Consumer,2024
13040,Consumer,2024
13041,Consumer,2022
13042,Small Business,2020
13043,Consumer,2024
13044,Consumer,2023
13045,Consumer,2021
13046,Consumer,2020
13047,Small Business,2021
13048,Consumer,2024
13049,Consumer,2021
13050,Consumer,2025
13051,Small Business,2020
13052,Consumer,2020
13053,Consumer,2019
13054,Small Business,2020
13055,Consumer,2020
13056,Consumer,2024
13057,Small Business,2022
13058,Small Business,2023
13059,Consumer,2019
13060,Small Business,2023
13061,Consumer,2023
13062,Enterprise,2022
13063,Consumer,2023
13064,Consumer,2019
13065,Consumer,2022
13066,Small Business,2024
13067,Enterprise,2019
13068,Consumer,2020
13069,Consumer,2024
13070,Consumer,2022
13071,Consumer,2020
13072,Small Business,2021
13073,Consumer,2025
13074,Enterprise,2021
13075,Small Business,2021
13076,Consumer,2024
13077,Consumer,2020
13078,Enterprise,2022
13079,Small Business,2021
13080,Consumer,2022
13081,Consumer,2020
13082,Consumer,2025
13083,Small Business,2019
13084,Consumer,2022
13085,Consumer,2023
13086,Small Business,2024
13087,Consumer,2019
13088,Consumer,2025
13089,Consumer,2020
13090,Small Business,2023
13091,Consumer,2019
13092,Consumer,2020
13093,Enterprise,2022
13094,Consumer,2019
13095,Consumer,2022
13096,Small Business,2022
13097,Consumer,2022
13098,Enterprise,2019
13099,Small Business,2024
13100,Consumer,2021
13101,Consumer,2024
13102,Consumer,2020
13103,Consumer,2020
13104,Consumer,2019
13105,Consumer,2024
13106,Enterprise,2021
13107,Consumer,2019
13108,Small Business,2020
13109,Consumer,2019
13110,Consumer,2019
13111,Consumer,2019
13112,Consumer,2024
13113,Consumer,2023
13114,Consumer,2025
13115,Small Business,2025
13116,Consumer,2023
13117,Consumer,2022
13118,Small Business,2025
13119,Consumer,2025
13120,Consumer,2020
13121,Consumer,2023
13122,Consumer,2024
13123,Consumer,2025
13124,Consumer,2021
13125,Consumer,2023
13126,Consumer,2022
13127,Consumer,2023
13128,Enterprise,2023
13129,Consumer,2023
13130,Consumer,2024
13131,Small Business,2019
13132,Consumer,2019
13133,Consumer,2024
13134,Consumer,2021
13135,Small Business,2021
13136,Consumer,2024
13137,Consumer,2022
13138,Enterprise,2022
13139,Consumer,2025
13140,Consumer,2021
13141,Consumer,2020
13142,Consumer,2019
13143,Small Business,2025
13144,Enterprise,2019
13145,Consumer,2021
13146,Consumer,2021
13147,Consumer,2025
13148,Consumer,2022
13149,Small Business,2019
13150,Consumer,2020
13151,Consumer,2022
13152,Small Business,2024
13153,Enterprise,2019
13154,Consumer,2024
13155,Small Business,2020
13156,Consumer,2020
13157,Consumer,2019
13158,Consumer,2020
13159,Small Business,2023
13160,Consumer,2025
13161,Consumer,2019
13162,Small Business,2025
13163,Consumer,2020
13164,Consumer,2025
13165,Consumer,2024
13166,Small Business,2023
13167,Consumer,2022
13168,Small Business,2025
13169,Consumer,2022
13170,Consumer,2020
13171,Small Business,2021
13172,Consumer,2020
13173,Consumer,2020
13174,Consumer,2019
13175,Consumer,2022
13176,Consumer,2022
13177,Enterprise,2022
13178,Consumer,2020
13179,Consumer,2020
13180,Consumer,2022
13181,Consumer,2021
13182,Consumer,2019
13183,Small Business,2024
13184,Consumer,2022
13185,Small Business,2020
13186,Consumer,2025
13187,Consumer,2020
13188,Small Business,2024
13189,Consumer,2019
13190,Consumer,2021
13191,Small Business,2020
13192,Small Business,2019
13193,Consumer,2022
13194,Consumer,2020
13195,Consumer,2020
13196,Enterprise,2022
13197,Consumer,2025
13198,Consumer,2020
13199,Consumer,2020
13200,Consumer,2024
13201,Consumer,2021
13202,Consumer,2025
13203,Consumer,2023
13204,Small Business,2020
13205,Consumer,2024
13206,Consumer,2019
13207,Consumer,2022
13208,Consumer,2019
13209,Consumer,2024
13210,Consumer,2024
13211,Consumer,2025
13212,Consumer,2019
13213,Consumer,2024
13214,Consumer,2024
13215,Consumer,2024
13216,Consumer,2021
13217,Consumer,2023
13218,Consumer,2021
13219,Consumer,2023
13220,Consumer,2024
13221,Small Business,2021
13222,Consumer,2021
13223,Consumer,2025
13224,Consumer,2024
13225,Consumer,2019
13226,Small Business,2019
13227,Consumer,2024
13228,Consumer,2024
13229,Enterprise,2020
13230,Consumer,2025
13231,Consumer,2019
13232,Consumer,2020
13233,Enterprise,2022
13234,Consumer,2022
13235,Consumer,2020
13236,Consumer,2023
13237,Consumer,2024
13238,Consumer,2019
13239,Consumer,2024
13240,Consumer,2022
13241,Consumer,2025
13242,Consumer,2020
13243,Consumer,2023
13244,Small Business,2024
13245,Small Business,2021
13246,Enterprise,2022
13247,Consumer,2024
13248,Consumer,2021
13249,Consumer,2023
13250,Small Business,2024
13251,Consumer,2020
13252,Consumer,2024
13253,Consumer,2023
13254,Small Business,2020
13255,Small Business,2024
13256,Small Business,2019
13257,Consumer,2023
13258,Consumer,2020
13259,Enterprise,2023
13260,Consumer,2025
13261,Consumer,2023
13262,Consumer,2021
13263,Consumer,2023
13264,Consumer,2020
13265,Consumer,2019
13266,Small Business,2021
13267,Small Business,2023
13268,Consumer,2021
13269,Consumer,2019
13270,Consumer,2022
13271,Consumer,2025
13272,Consumer,2022
13273,Small Business,2022
13274,Consumer,2021
13275,Consumer,2022
13276,Small Business,2021
13277,Small Business,2025
13278,Consumer,2024
13279,Consumer,2023
13280,Consumer,2023
13281,Consumer,2021
13282,Consumer,2023
13283,Consumer,2025
13284,Consumer,2020
13285,Consumer,2025
13286,Consumer,2025
13287,Consumer,2019
13288,Consumer,2019
13289,Consumer,2022
13290,Consumer,2023
13291,Enterprise,2022
13292,Consumer,2024
13293,Consumer,2024
13294,Consumer,2020
13295,Small Business,2022
13296,Consumer,2019
13297,Consumer,2019
13298,Small Business,2024
13299,Consumer,2025
13300,Consumer,2022
13301,Consumer,2024
13302,Enterprise,2025
13303,Small Business,2019
13304,Consumer,2024
13305,Small Business,2023
13306,Consumer,2025
13307,Consumer,2021
13308,Consumer,2023
13309,Consumer,2024
13310,Consumer,2022
13311,Consumer,2020
13312,Small Business,2025
13313,Consumer,2020
13314,Consumer,2024
13315,Consumer,2024
13316,Consumer,2019
13317,Consumer,2021
13318,Consumer,2023
13319,Consumer,2019
13320,Consumer,2020
13321,Consumer,2021
13322,Small Business,2025
13323,Consumer,2021
13324,Consumer,2023
13325,Consumer,2023
13326,Consumer,2022
13327,Consumer,2019
13328,Consumer,2025
13329,Consumer,2022
13330,Enterprise,2021
13331,Consumer,2022
13332,Consumer,2022
13333,Consumer,2025
13334,Consumer,2021
13335,Consumer,2025
13336,Enterprise,2019
13337,Consumer,2020
13338,Small Business,2020
13339,Consumer,2025
13340,Small Business,2023
13341,Enterprise,2022
13342,Small Business,2019
13343,Consumer,2020
13344,Small Business,2025
13345,Consumer,2025
13346,Consumer,2021
13347,Consumer,2023
13348,Consumer,2021
13349,Consumer,2025
13350,Consumer,2019
13351,Consumer,2019
13352,Consumer,2021
13353,Consumer,2020
13354,Small Business,2023
13355,Small Business,2025
13356,Small Business,2025
13357,Small Business,2025
13358,Consumer,2020
13359,Consumer,2019
13360,Consumer,2020
13361,Consumer,2024
13362,Consumer,2019
13363,Small Business,2023
13364,Consumer,2023
13365,Small Business,2024
13366,Consumer,2019
13367,Small Business,2022
13368,Consumer,2019
13369,Small Business,2019
13370,Consumer,2024
13371,Consumer,2022
13372,Consumer,2024
13373,Consumer,2019
13374,Consumer,2021
13375,Consumer,2019
13376,Consumer,2023
13377,Small Business,2022
13378,Consumer,2024
13379,Consumer,2019
13380,Small Business,2019
13381,Consumer,2024
13382,Small Business,2023
13383,Consumer,2019
13384,Consumer,2021
13385,Consumer,2021
13386,Consumer,2021
13387,Consumer,2024
13388,Small Business,2021
13389,Consumer,2023
13390,Small Business,2024
13391,Consumer,2019
13392,Consumer,2022
13393,Small Business,2020
13394,Small Business,2024
13395,Consumer,2019
13396,Consumer,2021
13397,Consumer,2023
13398,Consumer,2022
13399,Small Business,2019
13400,Consumer,2025
13401,Consumer,2019
13402,Consumer,2022
13403,Consumer,2019
13404,Consumer,2023
13405,Consumer,2021
13406,Consumer,2023
13407,Enterprise,2023
13408,Small Business,2025
13409,Consumer,2019
13410,Consumer,2023
13411,Small Business,2021
13412,Small Business,2023
13413,Small Business,2025
13414,Consumer,2024
13415,Consumer,2025
13416,Small Business,2025
13417,Consumer,2024
13418,Consumer,2025
13419,Consumer,2023
13420,Consumer,2019
13421,Consumer,2025
13422,Consumer,2023
13423,Consumer,2025
13424,Consumer,2021
13425,Consumer,2023
13426,Small Business,2021
13427,Consumer,2019
13428,Consumer,2023
13429,Consumer,2021
13430,Consumer,2020
13431,Consumer,2020
13432,Consumer,2023
13433,Small Business,2023
13434,Consumer,2021
13435,Enterprise,2021
13436,Consumer,2024
13437,Consumer,2022
13438,Consumer,2021
13439,Consumer,2024
13440,Enterprise,2019
13441,Small Business,2023
13442,Consumer,2023
13443,Consumer,2021
13444,Enterprise,2024
13445,Consumer,2020
13446,Consumer,2023
13447,Consumer,2020
13448,Consumer,2024
13449,Consumer,2021
13450,Consumer,2024
13451,Small Business,2023
13452,Consumer,2019
13453,Consumer,2023
13454,Consumer,2019
13455,Small Business,2024
13456,Consumer,2020
13457,Small Business,2025
13458,Consumer,2020
13459,Consumer,2022
13460,Small Business,2022
13461,Small Business,2019
13462,Consumer,2020
13463,Consumer,2025
13464,Consumer,2021
13465,Consumer,2024
13466,Small Business,2022
13467,Small Business,2020
13468,Consumer,2023
13469,Enterprise,2019
13470,Consumer,2025
13471,Small Business,2023
13472,Small Business,2023
13473,Small Business,2019
13474,Small Business,2020
13475,Enterprise,2021
13476,Consumer,2021
13477,Consumer,2019
13478,Consumer,2019
13479,Small Business,2023
13480,Consumer,2021
13481,Small Business,2020
13482,Consumer,2023
13483,Small Business,2025
13484,Consumer,2025
13485,Small Business,2025
13486,Enterprise,2020
13487,Consumer,2020
13488,Consumer,2020
13489,Consumer,2021
13490,Small Business,2019
13491,Small Business,2021
13492,Consumer,2023
13493,Consumer,2020
13494,Consumer,2025
13495,Consumer,2024
13496,Small Business,2021
13497,Consumer,2021
13498,Enterprise,2022
13499,Enterprise,2021
13500,Small Business,2019
13501,Consumer,2021
13502,Consumer,2022
13503,Small Business,2020
13504,Consumer,2020
13505,Enterprise,2022
13506,Consumer,2019
13507,Consumer,2024
13508,Enterprise,2023
13509,Small Business,2025
13510,Consumer,2020
13511,Small Business,2024
13512,Consumer,2019
13513,Consumer,2024
13514,Consumer,2020
13515,Consumer,2024
13516,Consumer,2019
13517,Consumer,2024
13518,Consumer,2023
13519,Consumer,2019
13520,Consumer,2020
13521,Consumer,2022
13522,Consumer,2023
13523,Consumer,2024
13524,Consumer,2022
13525,Consumer,2023
13526,Small Business,2021
13527,Small Business,2021
13528,Enterprise,2020
13529,Enterprise,2023
13530,Consumer,2023
13531,Small Business,2025
13532,Consumer,2022
13533,Small Business,2023
13534,Enterprise,2024
13535,Small Business,2025
13536,Consumer,2022
13537,Consumer,2024
13538,Consumer,2024
13539,Consumer,2023
13540,Small Business,2022
13541,Consumer,2023
13542,Consumer,2024
13543,Consumer,2022
13544,Consumer,2022
13545,Consumer,2020
13546,Consumer,2025
13547,Consumer,2019
13548,Small Business,2024
13549,Small Business,2021
13550,Small Business,2020
13551,Consumer,2020
13552,Consumer,2024
13553,Consumer,2021
13554,Consumer,2019
13555,Consumer,2022
13556,Consumer,2025
13557,Small Business,2025
13558,Consumer,2021
13559,Small Business,2023
13560,Consumer,2022
13561,Consumer,2021
13562,Small Business,2019
13563,Small Business,2020
13564,Small Business,2025
13565,Small Business,2025
13566,Consumer,2025
13567,Enterprise,2025
13568,Small Business,2022
13569,Consumer,2019
13570,Consumer,2020
13571,Consumer,2024
13572,Small Business,2023
13573,Enterprise,2025
13574,Small Business,2021
13575,Consumer,2021
13576,Consumer,2025
13577,Consumer,2025
13578,Consumer,2021
13579,Consumer,2025
13580,Consumer,2023
13581,Consumer,2025
13582,Consumer,2019
13583,Small Business,2023
13584,Consumer,2025
13585,Consumer,2025
13586,Consumer,2023
13587,Enterprise,2019
13588,Small Business,2025
13589,Consumer,2020
13590,Small Business,2021
13591,Consumer,2025
13592,Consumer,2022
13593,Consumer,2020
13594,Consumer,2019
13595,Consumer,2020
13596,Consumer,2024
13597,Consumer,2024
13598,Consumer,2020
13599,Consumer,2025
13600,Consumer,2021
13601,Consumer,2023
13602,Consumer,2023
13603,Consumer,2019
13604,Consumer,2019
13605,Consumer,2023
13606,Consumer,2024
13607,Consumer,2025
13608,Consumer,2024
13609,Consumer,2023
13610,Consumer,2022
13611,Consumer,2021
13612,Consumer,2023
13613,Small Business,2025
13614,Consumer,2019
13615,Consumer,2022
13616,Consumer,2022
13617,Small Business,2021
13618,Consumer,2024
13619,Small Business,2022
13620,Consumer,2019
13621,Consumer,2023
13622,Consumer,2025
13623,Small Business,2020
13624,Enterprise,2022
13625,Small Business,2020
13626,Consumer,2019
13627,Small Business,2022
13628,Consumer,2021
13629,Consumer,2025
13630,Consumer,2022
13631,Enterprise,2023
13632,Consumer,2025
13633,Consumer,2022
13634,Consumer,2023
13635,Consumer,2022
13636,Consumer,2023
13637,Small Business,2020
13638,Consumer,2025
13639,Consumer,2021
13640,Consumer,2021
13641,Consumer,2021
13642,Consumer,2021
13643,Consumer,2021
13644,Consumer,2024
13645,Consumer,2024
13646,Enterprise,2023
13647,Consumer,2021
13648,Consumer,2020
13649,Small Business,2023
13650,Consumer,2024
13651,Small Business,2021
13652,Enterprise,2020
13653,Small Business,2022
13654,Consumer,2022
13655,Small Business,2019
13656,Consumer,2024
13657,Consumer,2024
13658,Enterprise,2020
13659,Consumer,2024
13660,Small Business,2024
13661,Consumer,2022
13662,Consumer,2025
13663,Consumer,2020
13664,Small Business,2021
13665,Consumer,2025
13666,Small Business,2020
13667,Consumer,2024
13668,Small Business,2025
13669,Consumer,2021
13670,Small Business,2022
13671,Consumer,2025
13672,Consumer,2021
13673,Small Business,2021
13674,Consumer,2019
13675,Consumer,2021
13676,Small Business,2020
13677,Small Business,2020
13678,Small Business,2022
13679,Small Business,2024
13680,Enterprise,2024
13681,Consumer,2021
13682,Consumer,2022
13683,Small Business,2019
13684,Consumer,2020
13685,Consumer,2021
13686,Consumer,2025
13687,Consumer,2024
13688,Small Business,2021
13689,Consumer,2020
13690,Small Business,2020
13691,Small Business,2022
13692,Consumer,2025
13693,Consumer,2023
13694,Consumer,2021
13695,Consumer,2024
13696,Consumer,2022
13697,Consumer,2020
13698,Small Business,2024
13699,Consumer,2025
13700,Consumer,2021
13701,Consumer,2025
13702,Small Business,2022
13703,Consumer,2020
13704,Consumer,2025
13705,Small Business,2019
13706,Consumer,2020
13707,Consumer,2021
13708,Consumer,2025
13709,Small Business,2025
13710,Small Business,2020
13711,Consumer,2019
13712,Small Business,2024
13713,Small Business,2022
13714,Small Business,2021
13715,Small Business,2019
13716,Small Business,2022
13717,Consumer,2019
13718,Consumer,2022
13719,Small Business,2020
13720,Consumer,2020
13721,Consumer,2019
13722,Small Business,2020
13723,Small Business,2023
13724,Small Business,2023
13725,Small Business,2022
13726,Consumer,2024
13727,Small Business,2025
13728,Enterprise,2019
13729,Consumer,2020
13730,Consumer,2024
13731,Small Business,2023
13732,Consumer,2021
13733,Consumer,2023
13734,Consumer,2023
13735,Consumer,2023
13736,Consumer,2022
13737,Small Business,2019
13738,Consumer,2024
13739,Small Business,2020
13740,Consumer,2022
13741,Consumer,2022
13742,Consumer,2019
13743,Small Business,2021
13744,Enterprise,2020
13745,Consumer,2020
13746,Enterprise,2021
13747,Consumer,2021
13748,Consumer,2023
13749,Small Business,2019
13750,Consumer,2020
13751,Small Business,2022
13752,Consumer,2021
13753,Small Business,2021
13754,Consumer,2019
13755,Consumer,2020
13756,Consumer,2021
13757,Enterprise,2019
13758,Consumer,2022
13759,Consumer,2019
13760,Consumer,2025
13761,Consumer,2019
13762,Consumer,2020
13763,Small Business,2022
13764,Consumer,2019
13765,Consumer,2023
13766,Consumer,2021
13767,Consumer,2019
13768,Consumer,2023
13769,Consumer,2019
13770,Consumer,2023
13771,Small Business,2023
13772,Consumer,2021
13773,Consumer,2023
13774,Consumer,2019
13775,Small Business,2025
13776,Enterprise,2025
13777,Consumer,2020
13778,Consumer,2022
13779,Consumer,2021
13780,Small Business,2024
13781,Consumer,2020
13782,Consumer,2021
13783,Consumer,2021
13784,Consumer,2024
13785,Consumer,2022
13786,Consumer,2024
13787,Small Business,2019
13788,Small Business,2019
13789,Consumer,2025
13790,Consumer,2019
13791,Small Business,2023
13792,Small Business,2020
13793,Small Business,2022
13794,Enterprise,2024
13795,Consumer,2022
13796,Consumer,2020
13797,Consumer,2020
13798,Consumer,2021
13799,Consumer,2025
13800,Consumer,2023
13801,Consumer,2022
13802,Consumer,2023
13803,Small Business,2022
13804,Consumer,2021
13805,Consumer,2020
13806,Consumer,2022
13807,Consumer,2020
13808,Consumer,2021
13809,Consumer,2021
13810,Consumer,2019
13811,Small Business,2022
13812,Consumer,2020
13813,Consumer,2021
13814,Small Business,2025
13815,Consumer,2024
13816,Small Business,2025
13817,Consumer,2020
13818,Consumer,2024
13819,Consumer,2024
13820,Consumer,2021
13821,Enterprise,2021
13822,Consumer,2020
13823,Consumer,2025
13824,Consumer,2022
13825,Small Business,2021
13826,Consumer,2019
13827,Consumer,2022
13828,Enterprise,2025
13829,Consumer,2021
13830,Consumer,2024
13831,Consumer,2021
13832,Consumer,2025
13833,Small Business,2023
13834,Consumer,2024
13835,Enterprise,2023
13836,Consumer,2021
13837,Consumer,2019
13838,Consumer,2021
13839,Consumer,2020
13840,Consumer,2024
13841,Consumer,2022
13842,Consumer,2023
13843,Small Business,2025
13844,Consumer,2025
13845,Consumer,2023
13846,Consumer,2021
13847,Consumer,2019
13848,Consumer,2022
13849,Enterprise,2025
13850,Consumer,2022
13851,Consumer,2025
13852,Consumer,2020
13853,Consumer,2019
13854,Consumer,2022
13855,Consumer,2021
13856,Consumer,2019
13857,Consumer,2025
13858,Small Business,2021
13859,Consumer,2020
13860,Consumer,2022
13861,Consumer,2024
13862,Consumer,2020
13863,Consumer,2021
13864,Consumer,2024
13865,Consumer,2023
13866,Consumer,2020
13867,Consumer,2019
13868,Small Business,2024
13869,Enterprise,2020
13870,Small Business,2019
13871,Consumer,2025
13872,Small Business,2023
13873,Consumer,2022
13874,Consumer,2021
13875,Small Business,2025
13876,Small Business,2024
13877,Consumer,2022
13878,Enterprise,2022
13879,Consumer,2022
13880,Consumer,2021
13881,Consumer,2022
13882,Consumer,2023
13883,Enterprise,2023
13884,Consumer,2021
13885,Consumer,2024
13886,Small Business,2021
13887,Small Business,2024
13888,Small Business,2021
13889,Small Business,2025
13890,Small Business,2023
13891,Consumer,2024
13892,Consumer,2023
13893,Small Business,2020
13894,Consumer,2025
13895,Consumer,2023
13896,Consumer,2019
13897,Consumer,2021
13898,Consumer,2020
13899,Small Business,2019
13900,Consumer,2022
13901,Consumer,2024
13902,Consumer,2023
13903,Consumer,2025
13904,Consumer,2019
13905,Consumer,2023
13906,Consumer,2021
13907,Consumer,2019
13908,Consumer,2025
13909,Consumer,2019
13910,Consumer,2021
13911,Consumer,2022
13912,Consumer,2021
13913,Consumer,2020
13914,Small Business,2020
13915,Small Business,2023
13916,Consumer,2019
13917,Consumer,2019
13918,Consumer,2020
13919,Consumer,2025
13920,Consumer,2020
13921,Consumer,2023
13922,Consumer,2021
13923,Small Business,2022
13924,Small Business,2020
13925,Small Business,2025
13926,Small Business,2021
13927,Consumer,2019
13928,Consumer,2020
13929,Consumer,2021
13930,Consumer,2025
13931,Consumer,2019
13932,Consumer,2021
13933,Consumer,2020
13934,Small Business,2020
13935,Consumer,2025
13936,Consumer,2024
13937,Small Business,2025
13938,Small Business,2024
13939,Consumer,2025
13940,Consumer,2022
13941,Small Business,2022
13942,Consumer,2021
13943,Consumer,2019
13944,Enterprise,2024
13945,Consumer,2021
13946,Consumer,2023
13947,Consumer,2025
13948,Consumer,2021
13949,Consumer,2019
13950,Consumer,2021
13951,Consumer,2025
13952,Consumer,2019
13953,Small Business,2020
13954,Small Business,2019
13955,Consumer,2024
13956,Small Business,2019
13957,Consumer,2020
13958,Consumer,2020
13959,Consumer,2019
13960,Consumer,2025
13961,Consumer,2021
13962,Consumer,2024
13963,Consumer,2022
13964,Consumer,2019
13965,Consumer,2020
13966,Consumer,2019
13967,Consumer,2020
13968,Consumer,2023
13969,Consumer,2019
13970,Small Business,2021
13971,Small Business,2019
13972,Small Business,2024
13973,Consumer,2021
13974,Consumer,2025
13975,Small Business,2021
13976,Consumer,2022
13977,Consumer,2022
13978,Consumer,2020
13979,Consumer,2024
13980,Consumer,2025
13981,Consumer,2025
13982,Consumer,2021
13983,Consumer,2024
13984,Consumer,2021
13985,Small Business,2020
13986,Consumer,2023
13987,Consumer,2021
13988,Consumer,2021
13989,Consumer,2019
13990,Small Business,2020
13991,Consumer,2021
13992,Consumer,2024
13993,Consumer,2021
13994,Consumer,2020
13995,Consumer,2021
13996,Small Business,2019
13997,Consumer,2022
13998,Small Business,2022
13999,Consumer,2023
14000,Consumer,2019
14001,Small Business,2023
14002,Consumer,2024
14003,Small Business,2024
14004,Consumer,2025
14005,Consumer,2023
14006,Consumer,2025
14007,Consumer,2021
14008,Small Business,2020
14009,Consumer,2019
14010,Consumer,2025
14011,Small Business,2019
14012,Consumer,2019
14013,Small Business,2024
14014,Small Business,2021
14015,Consumer,2022
14016,Consumer,2019
14017,Enterprise,2021
14018,Consumer,2024
14019,Consumer,2023
14020,Small Business,2020
14021,Consumer,2020
14022,Small Business,2023
14023,Consumer,2023
14024,Small Business,2024
14025,Consumer,2019
14026,Consumer,2021
14027,Small Business,2019
14028,Consumer,2024
14029,Consumer,2020
14030,Small Business,2021
14031,Enterprise,2022
14032,Enterprise,2020
14033,Consumer,2024
14034,Consumer,2022
14035,Consumer,2022
14036,Consumer,2023
14037,Consumer,2023
14038,Consumer,2019
14039,Consumer,2019
14040,Consumer,2024
14041,Consumer,2025
14042,Consumer,2020
14043,Consumer,2019
14044,Small Business,2023
14045,Enterprise,2025
14046,Consumer,2019
14047,Enterprise,2019
14048,Small Business,2021
14049,Consumer,2023
14050,Consumer,2022
14051,Consumer,2022
14052,Consumer,2022
14053,Consumer,2025
14054,Consumer,2020
14055,Small Business,2019
14056,Consumer,2022
14057,Consumer,2022
14058,Enterprise,2020
14059,Enterprise,2025
14060,Small Business,2020
14061,Small Business,2019
14062,Enterprise,2019
14063,Consumer,2025
14064,Small Business,2025
14065,Consumer,2025
14066,Consumer,2019
14067,Consumer,2019
14068,Consumer,2021
14069,Consumer,2022
14070,Consumer,2020
14071,Consumer,2023
14072,Consumer,2023
14073,Consumer,2023
14074,Small Business,2021
14075,Consumer,2019
14076,Consumer,2021
14077,Consumer,2020
14078,Small Business,2025
14079,Consumer,2024
14080,Consumer,2025
14081,Consumer,2024
14082,Small Business,2019
14083,Enterprise,2022
14084,Small Business,2023
14085,Small Business,2019
14086,Consumer,2025
14087,Consumer,2024
14088,Consumer,2025
14089,Consumer,2021
14090,Enterprise,2021
14091,Enterprise,2023
14092,Consumer,2024
14093,Consumer,2020
14094,Consumer,2021
14095,Consumer,2021
14096,Consumer,2023
14097,Consumer,2019
14098,Consumer,2022
14099,Consumer,2020
14100,Consumer,2023
14101,Small Business,2024
14102,Consumer,2025
14103,Consumer,2021
14104,Consumer,2019
14105,Small Business,2020
14106,Consumer,2020
14107,Small Business,2019
14108,Consumer,2023
14109,Consumer,2023
14110,Consumer,2021
14111,Small Business,2020
14112,Enterprise,2022
14113,Small Business,2020
14114,Small Business,2024
14115,Consumer,2020
14116,Consumer,2023
14117,Consumer,2023
14118,Consumer,2024
14119,Consumer,2022
14120,Small Business,2020
14121,Small Business,2019
14122,Small Business,2019
14123,Consumer,2019
14124,Small Business,2025
14125,Small Business,2019
14126,Small Business,2022
14127,Consumer,2022
14128,Consumer,2023
14129,Small Business,2019
14130,Enterprise,2019
14131,Consumer,2024
14132,Consumer,2023
14133,Consumer,2023
14134,Consumer,2019
14135,Small Business,2023
14136,Consumer,2024
14137,Consumer,2024
14138,Consumer,2019
14139,Consumer,2022
14140,Consumer,2019
14141,Consumer,2021
14142,Consumer,2021
14143,Enterprise,2019
14144,Small Business,2020
14145,Enterprise,2025
14146,Consumer,2025
14147,Small Business,2022
14148,Consumer,2022
14149,Consumer,2025
14150,Consumer,2022
14151,Consumer,2022
14152,Consumer,2019
14153,Small Business,2019
14154,Small Business,2022
14155,Consumer,2021
14156,Consumer,2019
14157,Small Business,2024
14158,Consumer,2023
14159,Consumer,2019
14160,Small Business,2025
14161,Consumer,2020
14162,Small Business,2021
14163,Consumer,2020
14164,Small Business,2024
14165,Consumer,2025
14166,Small Business,2025
14167,Consumer,2019
14168,Small Business,2025
14169,Small Business,2019
14170,Consumer,2024
14171,Consumer,2023
14172,Consumer,2025
14173,Consumer,2022
14174,Consumer,2021
14175,Consumer,2023
14176,Consumer,2023
14177,Enterprise,2020
14178,Consumer,2023
14179,Consumer,2023
14180,Consumer,2020
14181,Consumer,2023
14182,Consumer,2021
14183,Small Business,2022
14184,Consumer,2021
14185,Consumer,2023
14186,Consumer,2019
14187,Consumer,2020
14188,Small Business,2022
14189,Consumer,2023
14190,Consumer,2024
14191,Consumer,2020
14192,Consumer,2023
14193,Consumer,2025
14194,Consumer,2023
14195,Enterprise,2019
14196,Consumer,2023
14197,Consumer,2021
14198,Small Business,2019
14199,Consumer,2021
14200,Consumer,2019
14201,Small Business,2019
14202,Small Business,2020
14203,Small Business,2020
14204,Small Business,2025
14205,Consumer,2020
14206,Small Business,2024
14207,Consumer,2020
14208,Consumer,2023
14209,Small Business,2021
14210,Small Business,2021
14211,Small Business,2022
14212,Consumer,2025
14213,Small Business,2023
14214,Consumer,2019
14215,Small Business,2025
14216,Consumer,2019
14217,Consumer,2022
14218,Small Business,2023
14219,Consumer,2022
14220,Consumer,2022
14221,Enterprise,2023
14222,Consumer,2025
14223,Consumer,2020
14224,Consumer,2024
14225,Consumer,2019
14226,Consumer,2025
14227,Consumer,2021
14228,Consumer,2024
14229,Consumer,2020
14230,Consumer,2025
14231,Consumer,2022
14232,Consumer,2023
14233,Small Business,2020
14234,Consumer,2022
14235,Consumer,2024
14236,Consumer,2023
14237,Consumer,2020
14238,Small Business,2025
14239,Consumer,2020
14240,Consumer,2019
14241,Small Business,2023
14242,Consumer,2022
14243,Small Business,2022
14244,Consumer,2021
14245,Consumer,2019
14246,Small Business,2023
14247,Consumer,2020
14248,Consumer,2023
14249,Enterprise,2025
14250,Consumer,2021
14251,Small Business,2022
14252,Consumer,2023
14253,Consumer,2023
14254,Small Business,2022
14255,Consumer,2022
14256,Consumer,2020
14257,Small Business,2023
14258,Consumer,2023
14259,Consumer,2021
14260,Small Business,2019
14261,Consumer,2019
14262,Consumer,2024
14263,Small Business,2019
14264,Consumer,2025
14265,Small Business,2019
14266,Small Business,2019
14267,Consumer,2020
14268,Consumer,2020
14269,Enterprise,2021
14270,Small Business,2019
14271,Consumer,2019
14272,Consumer,2024
14273,Consumer,2025
14274,Small Business,2019
